TransactionID,UserID,CourseID,TransactionDate,Amount,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherID,Expertise,YearsOfExperience,TeacherRating,RatingTier_x,RatingTier_y,RatingTier
TR00417,U0028,C043,2024-10-11,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00418,U0177,C047,2024-03-09,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00419,U0048,C009,2023-10-11,4486,Business,Recorded,Beginner,4486,32,3.86,T030,Programming,5,4.53,High,High,High
TR00420,U0004,C028,2023-02-15,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00421,U0100,C011,2023-01-04,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00422,U0098,C025,2023-12-08,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00423,U0111,C039,2023-05-14,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00424,U0183,C029,2024-10-14,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00425,U0100,C011,2023-09-26,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00426,U0043,C025,2023-06-15,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00427,U0132,C012,2024-03-28,3923,Design,Live,Beginner,3923,30,3.91,T016,Business,7,3.53,Low,Low,Low
TR00428,U0121,C001,2024-07-18,2365,Programming,Recorded,Intermediate,2365,15,4.54,T020,Business,1,4.2,Mid,Mid,Mid
TR00429,U0137,C040,2024-12-23,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00430,U0042,C019,2024-03-13,5849,Data Science,Live,Intermediate,5849,37,4.25,T016,Business,7,3.53,Low,Low,Low
TR00431,U0028,C002,2024-07-28,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00432,U0107,C036,2023-01-10,2852,Programming,Recorded,Beginner,2852,22,4.41,T019,Design,5,4.02,Mid,Mid,Mid
TR00433,U0158,C042,2023-04-25,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00434,U0153,C033,2023-03-19,3105,Design,Live,Intermediate,3105,9,4.85,T018,Data Science,12,4.71,High,High,High
TR00435,U0037,C004,2024-12-08,8494,Marketing,Recorded,Intermediate,8494,36,4.87,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00436,U0130,C018,2023-06-02,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00437,U0135,C043,2024-07-12,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00438,U0053,C006,2023-02-06,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00439,U0145,C029,2024-01-14,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00440,U0003,C031,2024-08-19,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00441,U0042,C043,2024-07-19,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00442,U0111,C004,2023-06-01,8494,Marketing,Recorded,Intermediate,8494,36,4.87,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00443,U0147,C050,2024-03-16,9120,Design,Live,Intermediate,9120,10,4.65,T012,Data Science,5,3.64,Low,Low,Low
TR00444,U0101,C001,2023-05-11,2365,Programming,Recorded,Intermediate,2365,15,4.54,T020,Business,1,4.2,Mid,Mid,Mid
TR00445,U0176,C030,2023-02-12,1928,Marketing,Live,Intermediate,1928,6,4.68,T003,Business,14,4.49,Mid,Mid,Mid
TR00446,U0046,C031,2023-11-12,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00447,U0097,C040,2024-01-09,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00448,U0060,C011,2023-02-10,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00449,U0116,C028,2024-01-02,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00450,U0168,C017,2023-08-04,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00451,U0092,C017,2024-11-29,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00452,U0183,C026,2023-09-13,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00453,U0186,C014,2024-11-13,5186,Marketing,Recorded,Beginner,5186,32,4.82,T019,Design,5,4.02,Mid,Mid,Mid
TR00454,U0070,C048,2023-04-16,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00455,U0050,C005,2023-12-29,5312,Business,Recorded,Advanced,5312,20,4.38,T006,Marketing,8,3.57,Low,Low,Low
TR00456,U0083,C043,2024-07-27,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00457,U0005,C003,2024-02-21,9702,Business,Live,Advanced,9702,14,4.62,T005,Programming,1,4.6,High,High,High
TR00458,U0151,C030,2024-09-27,1928,Marketing,Live,Intermediate,1928,6,4.68,T003,Business,14,4.49,Mid,Mid,Mid
TR00459,U0128,C008,2023-06-08,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00460,U0018,C047,2023-08-31,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00461,U0019,C035,2023-06-16,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00462,U0082,C021,2023-07-01,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00463,U0165,C050,2024-02-27,9120,Design,Live,Intermediate,9120,10,4.65,T012,Data Science,5,3.64,Low,Low,Low
TR00464,U0195,C011,2023-01-26,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00465,U0074,C025,2023-07-03,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00466,U0019,C014,2023-12-07,5186,Marketing,Recorded,Beginner,5186,32,4.82,T019,Design,5,4.02,Mid,Mid,Mid
TR00467,U0054,C006,2024-02-26,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00468,U0011,C037,2024-11-16,5910,Programming,Live,Intermediate,5910,36,4.45,T019,Design,5,4.02,Mid,Mid,Mid
TR00469,U0034,C006,2023-09-12,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00470,U0046,C031,2023-10-01,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00471,U0022,C047,2023-06-13,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00472,U0074,C040,2024-12-19,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00473,U0075,C028,2023-04-21,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00474,U0005,C039,2024-01-27,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00475,U0011,C021,2023-02-09,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00476,U0123,C038,2024-04-26,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00477,U0009,C014,2023-08-16,5186,Marketing,Recorded,Beginner,5186,32,4.82,T019,Design,5,4.02,Mid,Mid,Mid
TR00478,U0140,C049,2023-07-24,9662,Design,Recorded,Beginner,9662,25,4.76,T009,Design,10,3.68,Low,Low,Low
TR00479,U0018,C005,2024-04-16,5312,Business,Recorded,Advanced,5312,20,4.38,T006,Marketing,8,3.57,Low,Low,Low
TR00480,U0005,C020,2023-12-25,4709,Programming,Live,Advanced,4709,24,4.21,T011,Programming,10,3.64,Low,Low,Low
TR00481,U0009,C031,2023-11-09,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00482,U0099,C008,2023-08-22,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00483,U0130,C032,2023-08-17,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00484,U0064,C031,2023-01-25,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00485,U0164,C015,2024-11-06,9905,Design,Recorded,Advanced,9905,32,4.64,T015,Marketing,14,3.76,Low,Low,Low
TR00486,U0102,C014,2023-07-17,5186,Marketing,Recorded,Beginner,5186,32,4.82,T019,Design,5,4.02,Mid,Mid,Mid
TR00487,U0012,C028,2024-02-13,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00488,U0139,C034,2023-12-03,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00489,U0115,C031,2023-10-13,6029,Data Science,Recorded,Advanced,6029,14,4.46,T027,Marketing,9,4.9,High,High,High
TR00490,U0170,C038,2023-03-13,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00491,U0134,C029,2023-10-13,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00492,U0028,C048,2023-12-26,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00493,U0146,C028,2024-10-18,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00494,U0166,C025,2024-06-05,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00495,U0085,C029,2024-02-14,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00496,U0120,C029,2024-11-26,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00497,U0142,C030,2024-07-03,1928,Marketing,Live,Intermediate,1928,6,4.68,T003,Business,14,4.49,Mid,Mid,Mid
TR00498,U0058,C009,2023-12-06,4486,Business,Recorded,Beginner,4486,32,3.86,T030,Programming,5,4.53,High,High,High
TR00499,U0108,C030,2023-01-29,1928,Marketing,Live,Intermediate,1928,6,4.68,T003,Business,14,4.49,Mid,Mid,Mid
TR00500,U0046,C016,2023-04-29,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00501,U0134,C026,2023-09-25,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00502,U0060,C013,2023-07-02,6301,Marketing,Live,Advanced,6301,12,3.81,T011,Programming,10,3.64,Low,Low,Low
TR00503,U0197,C030,2024-08-17,1928,Marketing,Live,Intermediate,1928,6,4.68,T003,Business,14,4.49,Mid,Mid,Mid
TR00504,U0052,C035,2023-09-29,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00505,U0077,C032,2023-02-09,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00506,U0078,C013,2023-04-22,6301,Marketing,Live,Advanced,6301,12,3.81,T011,Programming,10,3.64,Low,Low,Low
TR00507,U0021,C017,2024-09-02,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00508,U0182,C003,2024-03-20,9702,Business,Live,Advanced,9702,14,4.62,T005,Programming,1,4.6,High,High,High
TR00509,U0168,C019,2023-12-20,5849,Data Science,Live,Intermediate,5849,37,4.25,T016,Business,7,3.53,Low,Low,Low
TR00510,U0187,C037,2023-11-18,5910,Programming,Live,Intermediate,5910,36,4.45,T019,Design,5,4.02,Mid,Mid,Mid
TR00511,U0115,C040,2024-03-22,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00512,U0076,C032,2024-09-12,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00513,U0043,C038,2024-06-07,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00514,U0097,C042,2023-04-29,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00515,U0013,C046,2024-01-30,9053,Design,Recorded,Intermediate,9053,38,4.55,T006,Marketing,8,3.57,Low,Low,Low
TR00516,U0180,C029,2024-08-13,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00517,U0040,C008,2023-07-14,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00518,U0195,C048,2023-09-18,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00519,U0013,C042,2023-02-15,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00520,U0091,C044,2024-12-26,4486,Design,Recorded,Advanced,4486,17,3.95,T022,Business,10,3.57,Low,Low,Low
TR00521,U0075,C028,2024-03-22,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00522,U0185,C048,2023-01-02,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00523,U0064,C016,2024-06-16,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00524,U0028,C045,2024-07-05,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
TR00525,U0032,C018,2024-12-04,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00526,U0156,C007,2024-11-17,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00527,U0110,C025,2023-07-21,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00528,U0153,C024,2024-01-08,7530,Design,Recorded,Beginner,7530,17,4.95,T004,Programming,3,4.15,Mid,Mid,Mid
TR00529,U0076,C029,2024-03-17,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00530,U0121,C042,2023-03-13,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00531,U0157,C045,2024-11-11,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
TR00532,U0053,C037,2023-12-05,5910,Programming,Live,Intermediate,5910,36,4.45,T019,Design,5,4.02,Mid,Mid,Mid
TR00533,U0156,C017,2024-09-30,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00534,U0168,C002,2023-11-18,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00535,U0051,C020,2024-11-10,4709,Programming,Live,Advanced,4709,24,4.21,T011,Programming,10,3.64,Low,Low,Low
TR00536,U0148,C011,2023-05-08,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00537,U0160,C036,2023-11-04,2852,Programming,Recorded,Beginner,2852,22,4.41,T019,Design,5,4.02,Mid,Mid,Mid
TR00538,U0004,C021,2024-06-03,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00539,U0127,C036,2023-11-13,2852,Programming,Recorded,Beginner,2852,22,4.41,T019,Design,5,4.02,Mid,Mid,Mid
TR00540,U0034,C018,2024-11-13,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00541,U0062,C034,2024-02-23,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00542,U0198,C042,2023-12-01,4376,Design,Live,Beginner,4376,26,4.18,T010,Programming,7,4.01,Mid,Mid,Mid
TR00543,U0128,C034,2024-02-17,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00544,U0189,C019,2024-12-14,5849,Data Science,Live,Intermediate,5849,37,4.25,T016,Business,7,3.53,Low,Low,Low
TR00545,U0163,C007,2023-10-30,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00546,U0150,C019,2024-07-21,5849,Data Science,Live,Intermediate,5849,37,4.25,T016,Business,7,3.53,Low,Low,Low
TR00547,U0090,C019,2023-05-11,5849,Data Science,Live,Intermediate,5849,37,4.25,T016,Business,7,3.53,Low,Low,Low
TR00548,U0197,C045,2023-07-16,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
TR00549,U0120,C035,2024-03-06,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00550,U0095,C027,2024-11-11,2531,Design,Recorded,Beginner,2531,22,4.38,T024,Business,2,4.83,High,High,High
TR00551,U0119,C005,2024-01-24,5312,Business,Recorded,Advanced,5312,20,4.38,T006,Marketing,8,3.57,Low,Low,Low
TR00552,U0099,C027,2024-11-24,2531,Design,Recorded,Beginner,2531,22,4.38,T024,Business,2,4.83,High,High,High
TR00553,U0002,C034,2023-06-28,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00554,U0165,C011,2024-09-22,7588,Data Science,Live,Beginner,7588,32,3.88,T011,Programming,10,3.64,Low,Low,Low
TR00555,U0104,C048,2024-08-05,3703,Data Science,Recorded,Beginner,3703,5,4.19,T005,Programming,1,4.6,High,High,High
TR00556,U0037,C029,2023-11-05,1823,Programming,Recorded,Advanced,1823,29,4.13,T003,Business,14,4.49,Mid,Mid,Mid
TR00557,U0134,C021,2024-02-20,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00558,U0072,C006,2024-07-15,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00559,U0196,C038,2023-01-01,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00560,U0111,C018,2023-11-08,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00561,U0058,C038,2023-10-21,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00562,U0168,C021,2023-08-04,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00563,U0188,C017,2024-03-16,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00564,U0189,C043,2024-08-16,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00565,U0023,C040,2024-09-13,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00566,U0163,C034,2024-11-01,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00567,U0018,C028,2023-11-26,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00568,U0141,C040,2024-04-21,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00569,U0141,C028,2024-03-28,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00570,U0139,C006,2024-03-28,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00571,U0168,C035,2024-11-22,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00572,U0061,C006,2023-08-07,2324,Business,Live,Beginner,2324,12,4.59,T021,Business,10,4.47,Mid,Mid,Mid
TR00573,U0124,C025,2024-06-07,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00574,U0136,C026,2024-04-29,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00575,U0182,C024,2023-06-23,7530,Design,Recorded,Beginner,7530,17,4.95,T004,Programming,3,4.15,Mid,Mid,Mid
TR00576,U0130,C032,2024-11-05,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00577,U0034,C018,2023-03-28,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00578,U0172,C041,2023-10-18,2256,Programming,Recorded,Intermediate,2256,29,4.32,T028,Business,8,4.25,Mid,Mid,Mid
TR00579,U0176,C041,2024-06-11,2256,Programming,Recorded,Intermediate,2256,29,4.32,T028,Business,8,4.25,Mid,Mid,Mid
TR00580,U0164,C028,2024-11-10,8576,Marketing,Recorded,Advanced,8576,9,4.22,T025,Design,14,3.89,Low,Low,Low
TR00581,U0114,C021,2024-10-10,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00582,U0017,C046,2024-09-26,9053,Design,Recorded,Intermediate,9053,38,4.55,T006,Marketing,8,3.57,Low,Low,Low
TR00583,U0139,C040,2023-12-10,7190,Business,Recorded,Beginner,7190,30,4.59,T018,Data Science,12,4.71,High,High,High
TR00584,U0123,C004,2023-04-06,8494,Marketing,Recorded,Intermediate,8494,36,4.87,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00585,U0012,C016,2023-08-29,6977,Business,Live,Beginner,6977,31,3.57,T025,Design,14,3.89,Low,Low,Low
TR00586,U0013,C009,2024-11-19,4486,Business,Recorded,Beginner,4486,32,3.86,T030,Programming,5,4.53,High,High,High
TR00587,U0046,C008,2023-11-14,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00588,U0102,C033,2023-08-19,3105,Design,Live,Intermediate,3105,9,4.85,T018,Data Science,12,4.71,High,High,High
TR00589,U0003,C010,2023-07-23,2810,Data Science,Recorded,Advanced,2810,12,3.81,T011,Programming,10,3.64,Low,Low,Low
TR00590,U0191,C015,2023-05-31,9905,Design,Recorded,Advanced,9905,32,4.64,T015,Marketing,14,3.76,Low,Low,Low
TR00591,U0151,C038,2023-01-26,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00592,U0182,C045,2023-02-17,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
TR00593,U0052,C017,2023-09-08,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00594,U0125,C002,2024-05-01,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00595,U0179,C026,2024-09-17,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00596,U0105,C034,2023-03-16,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00597,U0160,C039,2024-04-11,6348,Data Science,Recorded,Intermediate,6348,25,3.64,T005,Programming,1,4.6,High,High,High
TR00598,U0145,C026,2024-02-29,2214,Programming,Recorded,Advanced,2214,10,4.69,T004,Programming,3,4.15,Mid,Mid,Mid
TR00599,U0161,C007,2024-10-06,4141,Programming,Live,Beginner,4141,16,4.64,T002,Marketing,10,4.28,Mid,Mid,Mid
TR00600,U0033,C035,2024-08-12,7316,Programming,Live,Beginner,7316,5,4.97,T026,Business,6,3.52,Low,Low,Low
TR00601,U0151,C034,2023-07-19,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00602,U0117,C001,2024-12-14,2365,Programming,Recorded,Intermediate,2365,15,4.54,T020,Business,1,4.2,Mid,Mid,Mid
TR00603,U0175,C038,2024-01-29,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00604,U0004,C041,2024-05-21,2256,Programming,Recorded,Intermediate,2256,29,4.32,T028,Business,8,4.25,Mid,Mid,Mid
TR00605,U0043,C033,2024-02-14,3105,Design,Live,Intermediate,3105,9,4.85,T018,Data Science,12,4.71,High,High,High
TR00606,U0099,C017,2023-09-07,5268,Marketing,Live,Beginner,5268,21,3.9,T023,Design,1,4.92,High,High,High
TR00607,U0105,C025,2023-06-01,1504,Business,Recorded,Advanced,1504,39,3.63,T008,Programming,12,3.74,Low,Low,Low
TR00608,U0093,C023,2024-11-02,4072,Design,Recorded,Intermediate,4072,33,4.72,T008,Programming,12,3.74,Low,Low,Low
TR00609,U0143,C046,2024-12-05,9053,Design,Recorded,Intermediate,9053,38,4.55,T006,Marketing,8,3.57,Low,Low,Low
TR00610,U0122,C018,2023-01-06,5748,Data Science,Recorded,Intermediate,5748,13,3.53,T023,Design,1,4.92,High,High,High
TR00611,U0125,C027,2023-04-20,2531,Design,Recorded,Beginner,2531,22,4.38,T024,Business,2,4.83,High,High,High
TR00612,U0040,C034,2024-03-11,4627,Programming,Live,Intermediate,4627,37,4.43,T029,Design,13,4.31,Mid,Mid,Mid
TR00613,U0108,C032,2023-08-13,1133,Programming,Recorded,Beginner,1133,34,4.71,T029,Design,13,4.31,Mid,Mid,Mid
TR00614,U0149,C021,2023-06-30,7619,Marketing,Recorded,Intermediate,7619,17,4.75,T022,Business,10,3.57,Low,Low,Low
TR00615,U0134,C014,2024-12-13,5186,Marketing,Recorded,Beginner,5186,32,4.82,T019,Design,5,4.02,Mid,Mid,Mid
TR00616,U0080,C043,2024-06-14,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00617,U0036,C043,2024-04-20,6645,Programming,Live,Intermediate,6645,31,4.87,T029,Design,13,4.31,Mid,Mid,Mid
TR00618,U0019,C038,2023-02-21,5175,Marketing,Recorded,Advanced,5175,15,4.33,T021,Business,10,4.47,Mid,Mid,Mid
TR00619,U0163,C003,2024-07-24,9702,Business,Live,Advanced,9702,14,4.62,T005,Programming,1,4.6,High,High,High
TR00620,U0030,C008,2023-09-13,8419,Marketing,Recorded,Advanced,8419,28,4.07,T013,Business,10,3.97,Low,Low,Low
TR00621,U0172,C047,2023-05-05,4330,Business,Live,Beginner,4330,39,4.69,T001,Business,12,4.46,Mid,Mid,Mid
TR00622,U0115,C002,2024-04-12,9691,Data Science,Live,Advanced,9691,16,4.3,T024,Business,2,4.83,High,High,High
TR00623,U0041,C045,2023-05-17,4584,Marketing,Recorded,Intermediate,4584,37,4.29,T021,Business,10,4.47,Mid,Mid,Mid
